4EA7FE623D6E3920F920335191CD23ADAF2533D5BD10CEF10A7A5A80473DA79E,F4BAD1DCF92BBD44E50F5664E4736882436DFF52,98DC6B268EF15C8F0A76C8761B662FC8,2014-12-25 07:07:14,1024784,"app.easytoken",919,7,2018-08-02 20:05:10,309796,fdroid
6E5E3166B8B75EC277D97BE8A904666716D443E5A2B745460756893E79311A42,B23A886806C8756C0898CDCA891C381686700750,66A617CBD1A44FB87CE2E392CAC94972,2014-07-26 05:03:50,30951,"byrne.utilities.hashpass",2,3,2017-04-06 12:14:21,11320,fdroid
94D852B061D82C7C0266D82F55DEF7222F7D50D7077F416CFEDB2F8109E5F34E,206D5A8AC295D331A00820553BDADBDF715015BE,0B52AC385C190BCDB34CF6E28734309C,1980-01-01 00:00:00,4779438,"ch.abertschi.adfree",16,2,2020-04-30 02:35:13,317088,fdroid
D43A9271BDD683D23165CEBDA29A95E48F2968605B9AD5B7B48BDC239CAC9435,A8B2D60052BC20C24136288A5F59C80F95D554F4,FC552E544392338BD71FD0A881A2A5F6,1980-01-01 00:00:00,1830024,"click.dummer.imagesms",16,2,2019-03-12 17:39:26,2643956,fdroid
6B597A6CDF2534B33F6EFD5976170E6562C4DE84B46478AF53401F8705F45157,A1FF1048934BF91FE4A7C1099D77B4339E99EAFC,83796833ADAD17FDC35C05405752EB3D,2016-02-28 07:15:02,2212754,"com.SecUpwN.AIMSICD",40,2,2018-07-30 20:50:41,1849692,fdroid
3000C9FD85D8B4E9B3B4574045CDB5C6F20C769887DD1DE36B4E2BBB3613B342,3970B647753676C6F416AAC5789DBDD05AF55161,4FDC26F2B675AF19EF382A4B08F8641D,2015-08-01 05:11:12,3124418,"com.achep.acdisplay",76,2,2018-07-30 21:54:58,2640264,fdroid
C445D1BE9FCDE0504BBE13916066CF28E1F1A6384A6C6B2E55435D9C2879D597,BF90449826024EE4BFED612FDB2FEFEE515556B7,A5EE4FFE6F06FAB0074219E695C51B15,1980-01-01 00:00:00,2431891,"com.alaskalinuxuser.shipcaptainandcrew",7,2,2017-07-24 16:32:36,2627000,fdroid
B1CAD685AB61D0EC91D454798123D5B859AB2957CE62117CF61DDD9A341E408D,1A62D7896A3ACBB63CEB021E44E3D8B3964B6D80,2026E2A50E82035C0D26244A5E11F89C,2012-10-11 16:37:06,367457,"com.aripuca.tracker",19,2,2019-04-04 12:33:07,205304,fdroid
3DAC4A5212B491A196169DDC03AB268210F07CDFB62B14ED19BFADED510E970D,C1B1B5C58B8BAFECE31F27910397F492DA0642BC,B1D36E458F616F0D46E347AC4C71570C,1980-01-01 00:00:00,2068013,"com.darshancomputing.BatteryIndicatorPro",13030,2,2019-10-06 12:46:22,440076,fdroid
DBB50D18E4E006917B60CA6C4E5C747BA8938C813C0C8A75B41D3DD0DB868AF8,3C15DF9FBBA577D5BF60D40E680B1BA2CD78C32A,DF3F9B28675BFB789868DAA4C6C8A2A5,2011-08-04 07:46:54,2251644,"com.dozingcatsoftware.bouncy",10,5,2016-09-25 18:33:52,618912,fdroid
35977DCD6A0D288CC7495E4D51F4ACA9590DAD95C0A232180630870E7AB83E60,AB54A92CFC73C71E5A32C363ACFD2BBBD913A7EB,894B8D4A8E031C98E678F68D75D6B132,2012-08-10 09:55:42,83465,"com.dririan.RingyDingyDingy",701,2,2018-08-02 23:44:18,44232,fdroid
307253B96BA4A7B055E0E0447EE24514A51AB6578E4624E3101FF78DF1A17869,3BD3D7014265A8BF6F13AE554003323DB4B01588,38A31F186D05620821DCE31B8E84016F,2015-09-16 07:41:52,1153444,"com.example.ismael.downloadfilesweb",1,2,2017-05-12 03:48:45,1617932,fdroid
2091B1337256C6222F04B7979F9780866282D3ED69E4DE9F7D4A95F58CC7169B,1936E797431957E8C37D364A50964F5A529652AB,F22421CB591CBA1F8E25A61790715C3E,1980-01-01 00:00:00,3885665,"com.example.spokennumbers",1,2,2021-08-06 07:59:51,2275824,fdroid
